"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"RPL10",5.0180918553153e-50,-0.313656939830562,0.986,1,9.31157124672306e-46,"B cells"
"AIF1",7.80627502713653e-50,-0.975012431153188,0.046,0.265,1.44853239403545e-45,"B cells"
"ARL6IP1",7.90628413986767e-50,-0.482099411635791,0.109,0.383,1.46709008499384e-45,"B cells"
"MT1E",1.36374612057358e-49,-0.633225703541301,0.055,0.303,2.53056730133633e-45,"B cells"
"SPARC",1.67246301303754e-49,-0.52346173563876,0.014,0.222,3.10342236699247e-45,"B cells"
"LAMTOR4",2.44280996444878e-49,-0.455774768508784,0.15,0.438,4.53287817003115e-45,"B cells"
"TIMP1",2.45260748114967e-49,-0.842741149298307,0.131,0.406,4.55105844202133e-45,"B cells"
"MRPL33",2.75644081203523e-49,-0.609024802194406,0.118,0.395,5.11485157081258e-45,"B cells"
"HLA-DRB5",3.8135163315921e-49,-0.955754042124958,0.182,0.46,7.07636090490229e-45,"B cells"
"CAPZB",4.49035171310755e-49,-0.424915856413502,0.089,0.356,8.33229663884237e-45,"B cells"
"B2M",4.82744969055196e-49,-0.546854992504217,1,0.999,8.95781564578821e-45,"B cells"
"CD81",1.06680274269151e-48,-0.478144878722462,0.06,0.302,1.97955916933837e-44,"B cells"
"RPL6",1.40839201475261e-48,-0.445472364392679,0.79,0.941,2.61341222257494e-44,"B cells"
"NEDD8",6.86374632289176e-48,-0.453701707486778,0.165,0.453,1.2736367676758e-43,"B cells"
"CD9",6.9063200237671e-48,-0.683040670505385,0.08,0.33,1.28153674361022e-43,"B cells"
"LAPTM4A",9.72916662604177e-48,-0.496412585806179,0.148,0.434,1.80534415912831e-43,"B cells"
"RPL5",1.17630560707727e-47,-0.414620529081658,0.734,0.924,2.18275268449258e-43,"B cells"
"POMP",2.08194000375185e-47,-0.480588317008809,0.15,0.428,3.86324787096194e-43,"B cells"
"AP2S1",2.15433810862484e-47,-0.408677254822093,0.08,0.336,3.99758979436425e-43,"B cells"
"CSTB",2.26312445947692e-47,-0.420613020882171,0.111,0.385,4.19945374700538e-43,"B cells"
"COX6B1",2.84517176057977e-47,-0.476428955857512,0.295,0.592,5.27950071893182e-43,"B cells"
"SNRPD2",5.16067520796794e-47,-0.467012636186416,0.184,0.471,9.57614891590531e-43,"B cells"
"RACK1",1.10963998832481e-46,-0.360841589140975,0.731,0.919,2.05904796233552e-42,"B cells"
"POLR2L",1.21591378279545e-46,-0.500573080468021,0.213,0.5,2.25624961535524e-42,"B cells"
"MT-ND5",3.16560441023907e-46,-0.570704862236006,0.269,0.549,5.87409554363962e-42,"B cells"
"RDX",5.64258411940473e-46,-0.523123669246332,0.066,0.31,1.04703790919674e-41,"B cells"
"VAPA",7.88643453909327e-46,-0.411632872195286,0.104,0.368,1.46340679307415e-41,"B cells"
"TIMP3",9.38440966290406e-46,-0.696459364367395,0.019,0.221,1.74137105704848e-41,"B cells"
"RPS8",1.13709140972694e-45,-0.350091156498691,0.949,0.995,2.10998681988931e-41,"B cells"
"ATP5ME",2.75963502682097e-45,-0.502811945406738,0.262,0.542,5.120778755769e-41,"B cells"
"FAM198B",5.78755466450009e-45,-0.38620874167488,0.019,0.219,1.07393864354464e-40,"B cells"
"ATP5MD",7.99338633587641e-45,-0.447497248190926,0.17,0.45,1.48325276848523e-40,"B cells"
"GIMAP4",9.03397585910476e-45,-0.324947661915241,0.014,0.206,1.67634456041548e-40,"B cells"
"MT1X",9.55164664502873e-45,-0.444110124920378,0.041,0.264,1.77240355145153e-40,"B cells"
"GSN",1.00145250245418e-44,-0.805324316273775,0.049,0.273,1.85829526355397e-40,"B cells"
"EPHX1",1.04519010879722e-44,-0.508811389145334,0.041,0.26,1.93945476588412e-40,"B cells"
"RBP1",2.08028036099184e-44,-0.457306292050582,0.044,0.269,3.86016823785646e-40,"B cells"
"TRAC",3.10592272637772e-44,-0.665879449040417,0.06,0.279,5.76335021106651e-40,"B cells"
"EID1",3.3057131443699e-44,-0.439580943460547,0.121,0.377,6.13408131069279e-40,"B cells"
"TYROBP",5.43030257857314e-44,-1.18498577739817,0.123,0.311,1.00764694648003e-39,"B cells"
"RPL17",9.56337316636539e-44,-0.487490023414641,0.256,0.542,1.77457952475076e-39,"B cells"
"YWHAB",1.20629206085282e-43,-0.425944529223031,0.153,0.427,2.2383955481185e-39,"B cells"
"CD7",1.3451875736269e-43,-0.434107542252828,0.014,0.2,2.49613006162208e-39,"B cells"
"MANF",2.40022893793897e-43,0.3401870035053,0.312,0.114,4.45386481723955e-39,"B cells"
"PKM",3.70098843866167e-43,-0.421025775619833,0.102,0.354,6.8675541467806e-39,"B cells"
"HNRNPK",4.17255490458524e-43,-0.423104575345438,0.179,0.454,7.74259288094838e-39,"B cells"
"NEAT1",4.76425807914113e-43,-0.433182082061724,0.549,0.786,8.84055729165428e-39,"B cells"
"HMGB1",7.31760655798402e-43,-0.494926521497057,0.356,0.637,1.35785507289951e-38,"B cells"
"SSR3",7.82575967965794e-43,0.374245021390086,0.453,0.217,1.45214796615733e-38,"B cells"
"MGST2",8.42084387992187e-43,-0.397097330544331,0.036,0.245,1.5625717903583e-38,"B cells"
"GNAS",1.49204279702596e-42,-0.443652924776831,0.138,0.397,2.76863461416137e-38,"B cells"
"CCL3L1",1.84590511799856e-42,-1.23812966383376,0.041,0.254,3.42526153695813e-38,"B cells"
"PTPRC",3.59183280912567e-42,-0.547104103019942,0.114,0.35,6.6650049606136e-38,"B cells"
"STOM",3.61046999063971e-42,-0.307758990838531,0.015,0.201,6.69958811463104e-38,"B cells"
"BTG2",3.91777106696212e-42,0.553734116650278,0.555,0.31,7.26981599185491e-38,"B cells"
"PSME1",6.33764151878415e-42,-0.466876302218446,0.235,0.509,1.17601276022559e-37,"B cells"
"HLA-DRA",8.38979030545434e-42,-0.41877235217281,0.346,0.609,1.55680948908011e-37,"B cells"
"EVL",9.32604966454837e-42,-0.436221952182249,0.061,0.284,1.7305417757536e-37,"B cells"
"CD3G",9.58216102027881e-42,-0.335805287002877,0.005,0.172,1.77806579892294e-37,"B cells"
"UBE2D3",1.14716938912316e-41,-0.409751146675271,0.158,0.424,2.12868751845694e-37,"B cells"
"COX6A1",2.06069171353634e-41,-0.45839276649805,0.252,0.517,3.82381954363804e-37,"B cells"
"MYDGF",2.11126893393037e-41,0.382266719284518,0.395,0.215,3.91767063380119e-37,"B cells"
"CNN3",2.2227580955478e-41,-0.401290269771998,0.026,0.222,4.12454992209851e-37,"B cells"
"NUCKS1",2.5586423337115e-41,-0.380273927657914,0.085,0.324,4.74781671443506e-37,"B cells"
"RARRES3",2.74605255354729e-41,-0.421874444318503,0.055,0.27,5.09557511836236e-37,"B cells"
"ITM2A",3.43902496720985e-41,-0.468642037717522,0.053,0.267,6.3814547291546e-37,"B cells"
"TBCA",3.55509968165935e-41,-0.403055873881093,0.135,0.393,6.59684296928708e-37,"B cells"
"ARHGDIB",3.6551831809352e-41,-0.54303507443193,0.22,0.481,6.78255791054335e-37,"B cells"
"COX7B",3.73649227195105e-41,-0.398950019669605,0.118,0.368,6.93343505983238e-37,"B cells"
"COX7A2",4.95080758615747e-41,-0.494206845403056,0.394,0.638,9.1867185568738e-37,"B cells"
"CD14",9.69227896607999e-41,-0.761828854269392,0.032,0.23,1.7984992849458e-36,"B cells"
"IFITM1",2.07134334284522e-40,-0.410690932775451,0.044,0.247,3.84358470698359e-36,"B cells"
"MGST1",2.62070625376637e-40,-0.742274378292807,0.133,0.379,4.86298252448888e-36,"B cells"
"TENT5C",3.52584338502469e-40,0.268178208816449,0.254,0.069,6.54255498525182e-36,"B cells"
"RAP1B",6.68254021416143e-40,-0.375493733533526,0.083,0.311,1.2400121621398e-35,"B cells"
"EIF1",7.51741639329625e-40,-0.404263716929089,0.876,0.964,1.39493178594005e-35,"B cells"
"AP2M1",1.12358474121056e-39,-0.386773761514679,0.097,0.33,2.08492384579031e-35,"B cells"
"HSP90AA1",1.20524596773802e-39,-0.516459988237007,0.629,0.85,2.23645441773467e-35,"B cells"
"GZMM",1.33249196936894e-39,-0.312266810889174,0.005,0.164,2.47257209836101e-35,"B cells"
"CYP17A1",1.69881662095104e-39,-1.06467615241161,0.211,0.47,3.15232412183674e-35,"B cells"
"MYL9",2.00072054771433e-39,-0.676494627326699,0.061,0.274,3.7125370483387e-35,"B cells"
"ATP6V0E1",3.37577641096021e-39,-0.415415920757309,0.204,0.469,6.26409070817777e-35,"B cells"
"PNRC1",4.04065865589234e-39,-0.50242313354194,0.244,0.507,7.49784620187383e-35,"B cells"
"PSAP",4.06913604566044e-39,-0.827331560349868,0.334,0.53,7.5506888463275e-35,"B cells"
"NDUFA1",4.65673566240571e-39,-0.437109578063755,0.218,0.475,8.64103869516003e-35,"B cells"
"BLOC1S1",5.58449644583982e-39,-0.363715682123014,0.092,0.326,1.03625916049004e-34,"B cells"
"VIM",7.52143206227645e-39,-0.665722170617717,0.313,0.555,1.39567693347602e-34,"B cells"
"HNRNPA1",8.65807282876974e-39,-0.444386719272657,0.375,0.642,1.60659199410651e-34,"B cells"
"CD99",9.0681418432953e-39,-0.423046582953168,0.118,0.354,1.68268440044188e-34,"B cells"
"COPS9",1.04425117525729e-38,-0.36269870199652,0.116,0.358,1.93771248080742e-34,"B cells"
"HSD3B2",1.35594920546268e-38,-1.12511827722494,0.131,0.369,2.51609934565655e-34,"B cells"
"COX7A1",1.44866418713831e-38,-0.322204645050216,0.02,0.2,2.68814126565384e-34,"B cells"
"LGALS3BP",1.45319202674165e-38,-0.328639172943337,0.024,0.208,2.69654312482181e-34,"B cells"
"SLC40A1",1.69160885581632e-38,-0.429727052376786,0.034,0.229,3.13894939285277e-34,"B cells"
"C1QA",1.7895958240316e-38,-1.73498801459888,0.068,0.248,3.32077401107303e-34,"B cells"
"NDUFC2",2.80415759744862e-38,-0.422887932372475,0.133,0.369,5.20339483782565e-34,"B cells"
"DNAJB9",3.39704057314732e-38,0.339594956051475,0.37,0.151,6.30354848753216e-34,"B cells"
"RPL18",3.47535973012776e-38,-0.284575148928383,0.874,0.974,6.44887751522506e-34,"B cells"
"APLP2",3.60712853057114e-38,-0.316003087262741,0.041,0.24,6.6933877013278e-34,"B cells"
"CTSL",3.82876952138838e-38,-0.275900073015445,0.005,0.16,7.10466472388829e-34,"B cells"
"HLA-DRB1",5.8823151799166e-38,-0.828720554341489,0.385,0.647,1.09152240478532e-33,"B cells"
"CCL3",1.16069384142554e-37,-1.37252289415175,0.07,0.282,2.15378349214923e-33,"B cells"
"ERLEC1",1.23441040842516e-37,0.293245619410259,0.305,0.109,2.29057195387372e-33,"B cells"
"MGP",1.3193448698571e-37,-0.858558997205234,0.044,0.243,2.44817634050683e-33,"B cells"
"A2M",1.88940937290402e-37,-0.389366690452858,0.014,0.181,3.5059880323607e-33,"B cells"
"IER3",1.90067788182291e-37,-0.700928138134132,0.049,0.244,3.52689787751058e-33,"B cells"
"SELENOW",2.32653383179302e-37,-0.341125149249085,0.048,0.243,4.31711617827514e-33,"B cells"
"IGFBP7",2.3903793693692e-37,-1.65357420600199,0.029,0.197,4.43558795780148e-33,"B cells"
"RPSA",2.68728359291932e-37,-0.279474662262827,0.632,0.854,4.9865234350211e-33,"B cells"
"SON",3.28448068998261e-37,-0.41993336765005,0.194,0.45,6.09468236833173e-33,"B cells"
"DAB2",3.58556861380512e-37,-0.38502699136814,0.046,0.245,6.65338111977679e-33,"B cells"
"SLC25A3",4.00872445714971e-37,-0.397107470151828,0.169,0.419,7.438589102687e-33,"B cells"
"PSME2",4.22597518388826e-37,-0.393028048755047,0.189,0.447,7.84171955122306e-33,"B cells"
"CIB1",6.78806833375001e-37,-0.357021056999661,0.111,0.346,1.25959396001065e-32,"B cells"
"CYSTM1",8.23389543176274e-37,-0.371317873099762,0.037,0.227,1.52788163631789e-32,"B cells"
"EIF4G2",9.33969974706681e-37,-0.352962844663818,0.101,0.326,1.73307468506572e-32,"B cells"
"NDUFC1",1.46264377722748e-36,-0.383396687031261,0.09,0.3,2.71408179302331e-32,"B cells"
"COX17",2.08231227644881e-36,-0.4480937484443,0.179,0.413,3.86393866017841e-32,"B cells"
"SNX3",2.28755590765168e-36,-0.388374776199861,0.175,0.428,4.24478874223846e-32,"B cells"
"CD59",2.85791546794167e-36,-0.419881540581506,0.031,0.209,5.30314794231256e-32,"B cells"
"TPM3",2.92720869988456e-36,-0.362551370536704,0.116,0.35,5.4317284635058e-32,"B cells"
"DSTN",3.73159314334276e-36,-0.462071240219332,0.101,0.323,6.92434423678683e-32,"B cells"
"ITGB1",3.78751719275472e-36,-0.372997092724326,0.066,0.276,7.02811690287566e-32,"B cells"
"HNRNPA2B1",4.369935802653e-36,-0.407971431421859,0.264,0.525,8.10885287540291e-32,"B cells"
"HSP90AB1",5.50871172123867e-36,-0.485332898336028,0.395,0.646,1.02219654699305e-31,"B cells"
"PDIA4",5.5232051992554e-36,0.275143523437012,0.261,0.084,1.02488595677383e-31,"B cells"
"MRPS21",7.77868761451008e-36,-0.358548942923253,0.109,0.338,1.44341327374849e-31,"B cells"
"GMFG",8.02828956757641e-36,-0.446544792524517,0.16,0.394,1.48972941215948e-31,"B cells"
"APP",1.09861504799386e-35,-0.439599631611498,0.053,0.252,2.03859008305742e-31,"B cells"
"FDX1",1.41650592076766e-35,-0.709928638180216,0.141,0.367,2.62846838657648e-31,"B cells"
"GABARAPL2",1.51314088203898e-35,-0.335351614800409,0.128,0.363,2.80778422071152e-31,"B cells"
"SELENOS",1.61234994411502e-35,0.347997619238616,0.421,0.198,2.99187655629983e-31,"B cells"
"C1QB",1.90196809314823e-35,-1.55236576935114,0.056,0.23,3.52929199364586e-31,"B cells"
"GLUL",1.96616356693167e-35,-0.399255826440734,0.034,0.216,3.6484131147984e-31,"B cells"
"PRDX2",2.59350502159623e-35,-0.505090633438074,0.14,0.352,4.81250791807396e-31,"B cells"
"C12orf57",3.22370766270037e-35,-0.355504011527723,0.095,0.316,5.98191193890681e-31,"B cells"
"CYP21A2",3.2495640441134e-35,-0.976940039898985,0.087,0.292,6.02989104025682e-31,"B cells"
"NDRG2",3.39183065989351e-35,-0.271678583763367,0.017,0.179,6.29388097249839e-31,"B cells"
"SEM1",4.1736976308789e-35,-0.35001276750373,0.109,0.335,7.74471332385889e-31,"B cells"
"SPTBN1",4.30467729931349e-35,-0.305384319527755,0.024,0.195,7.98775919660611e-31,"B cells"
"HNRNPC",4.65063792805576e-35,-0.354411291450412,0.148,0.389,8.62972373930027e-31,"B cells"
"ARL6IP4",5.93023226755408e-35,-0.386155781390442,0.196,0.442,1.10041389956734e-30,"B cells"
"SARAF",6.63082956440494e-35,-0.424065687665016,0.228,0.477,1.23041673397098e-30,"B cells"
"ST13",6.69596234230354e-35,-0.348611520817167,0.112,0.34,1.24250277223785e-30,"B cells"
"ATP5PF",1.44197959146058e-34,-0.433632818852401,0.215,0.458,2.67573732991425e-30,"B cells"
"CCDC85B",1.997862282961e-34,-0.379983414988689,0.095,0.307,3.70723325226243e-30,"B cells"
"GSTO1",2.14561538867372e-34,-0.312884910169147,0.063,0.264,3.98140391522295e-30,"B cells"
"AES",2.24226473925616e-34,-0.33797674913504,0.092,0.306,4.16074645016373e-30,"B cells"
"NAP1L1",2.32328038632022e-34,-0.384403201067699,0.218,0.47,4.31107908485579e-30,"B cells"
"HNRNPU",2.92366603394908e-34,-0.350817857857901,0.129,0.36,5.42515469259592e-30,"B cells"
"YWHAE",2.98748012421098e-34,-0.3700360486328,0.129,0.355,5.54356811848589e-30,"B cells"
"SNCG",3.02804605626985e-34,-0.425286381734523,0.044,0.231,5.61884226201433e-30,"B cells"
"ANXA2",3.43228456456603e-34,-0.443953695159925,0.128,0.345,6.36894723800873e-30,"B cells"
"SOAT1",3.46073825068667e-34,-0.333303603092014,0.029,0.203,6.42174589797419e-30,"B cells"
"NDUFA11",3.55772186500831e-34,-0.444526062919885,0.252,0.487,6.60170869270941e-30,"B cells"
"COTL1",3.68664149496679e-34,-0.486292744637785,0.112,0.331,6.84093195806037e-30,"B cells"
"SPCS3",4.34164670177361e-34,0.308621439126984,0.322,0.13,8.05635961981111e-30,"B cells"
"UQCRQ",5.28331058000897e-34,-0.461727147214281,0.244,0.475,9.80371111226465e-30,"B cells"
"FCER1G",5.49974666691346e-34,-0.825061688387976,0.077,0.267,1.02053299151246e-29,"B cells"
"DAZAP2",7.3882676146232e-34,-0.33119879323607,0.107,0.329,1.37096693856948e-29,"B cells"
"DEK",1.06261470526156e-33,-0.2929194741497,0.051,0.241,1.97178784708335e-29,"B cells"
"KLRD1",1.10826591481272e-33,-0.384489185317745,0.009,0.15,2.05649823152649e-29,"B cells"
"DLK1",1.45312674890635e-33,-0.74018519094568,0.058,0.243,2.69642199527062e-29,"B cells"
"OAZ1",1.53609764755302e-33,-0.430360183268477,0.676,0.846,2.85038279479939e-29,"B cells"
"SLIRP",1.63184912848008e-33,-0.333242689875115,0.085,0.293,3.02805924280764e-29,"B cells"
"MRFAP1",1.69853367300714e-33,-0.293787830469849,0.061,0.258,3.15179908363206e-29,"B cells"
"RAB11A",1.77963484337752e-33,-0.315693410781541,0.066,0.266,3.30229041537133e-29,"B cells"
"CLTA",1.78752784299778e-33,-0.32178873452601,0.09,0.302,3.31693666546667e-29,"B cells"
"RPL7A",1.92055675478078e-33,-0.3263831449271,0.835,0.953,3.56378511417121e-29,"B cells"
"CTSC",3.07016895226283e-33,-0.365604577662407,0.083,0.292,5.69700550781891e-29,"B cells"
"ATP5F1D",3.11054833996365e-33,-0.398867745851855,0.244,0.48,5.77193349963655e-29,"B cells"
"YBX1",3.59231972819192e-33,-0.476609585027926,0.348,0.586,6.66590848763293e-29,"B cells"
"SERPINB6",4.59395975490312e-33,-0.301160236555493,0.041,0.219,8.52455172119824e-29,"B cells"
"ARL6IP5",5.27232096880031e-33,-0.344714465674222,0.111,0.328,9.78331878970586e-29,"B cells"
"NDUFA13",6.26520612808363e-33,-0.393033549425747,0.228,0.461,1.1625716491272e-28,"B cells"
"PARK7",6.93421892348422e-33,-0.368070436316829,0.196,0.437,1.28671366344173e-28,"B cells"
"CD8A",8.0439622793203e-33,-0.311093036950209,0.009,0.15,1.49263764055068e-28,"B cells"
"H2AFJ",8.44889745022291e-33,-0.297965687970929,0.049,0.234,1.56777741086336e-28,"B cells"
"NOV",9.11872285221104e-33,-1.19285785994517,0.087,0.272,1.69207021245628e-28,"B cells"
"NDUFA2",9.13105922432038e-33,-0.343977541209223,0.118,0.336,1.69435934966489e-28,"B cells"
"TRBC1",1.08889698935584e-32,-0.449392135842742,0.017,0.167,2.02055725344869e-28,"B cells"
"TXNIP",1.10854905404236e-32,-0.451947774573255,0.232,0.479,2.057023624681e-28,"B cells"
"SRP9",1.26181295358948e-32,-0.313259922433876,0.083,0.288,2.34142011668064e-28,"B cells"
"PCBP2",1.32218261993148e-32,-0.32123785250084,0.153,0.385,2.45344206954486e-28,"B cells"
"MS4A7",1.33226649067467e-32,-0.491688892514445,0.027,0.189,2.47215370009592e-28,"B cells"
"CALM3",1.91709055071012e-32,-0.328470691775627,0.094,0.301,3.5573532258977e-28,"B cells"
"MAF",2.09492228531095e-32,-0.290697600733094,0.02,0.178,3.887337792623e-28,"B cells"
"FDXR",2.40410262587889e-32,-0.463276389868667,0.043,0.219,4.46105283258086e-28,"B cells"
"SAP18",2.50582699610745e-32,-0.327963566261579,0.143,0.371,4.64981257397699e-28,"B cells"
"MINOS1",3.06841756756154e-32,-0.333463493157056,0.116,0.328,5.6937556383672e-28,"B cells"
"CYB5B",3.14877285271431e-32,-0.370159488610608,0.056,0.243,5.84286290549668e-28,"B cells"
"LDHB",3.95694522334481e-32,-0.393544590864251,0.165,0.384,7.34250755643863e-28,"B cells"
"TMBIM4",4.09388982892212e-32,-0.359186256700381,0.153,0.376,7.59662196654788e-28,"B cells"
"COX7A2L",4.49223175145163e-32,-0.339412210289844,0.128,0.349,8.33578523799365e-28,"B cells"
"GTF2H5",6.07775203808284e-32,-0.286768627678735,0.046,0.223,1.12778766818665e-27,"B cells"
"EIF4A2",6.19615667694046e-32,-0.381887909486929,0.228,0.469,1.14975883297307e-27,"B cells"
"CTSB",6.73150730197661e-32,-0.533973129806802,0.075,0.272,1.24909849495478e-27,"B cells"
"WDR83OS",7.95398817329837e-32,-0.347300787578693,0.15,0.374,1.47594204543724e-27,"B cells"
"VAMP2",8.27442168027647e-32,-0.336910829599153,0.15,0.377,1.5354016869921e-27,"B cells"
"ISG15",8.98426683289081e-32,-0.549051703676295,0.169,0.396,1.66712055351122e-27,"B cells"
"LCK",9.24226395999774e-32,-0.293831234568992,0.019,0.17,1.71499450041718e-27,"B cells"
"C1QC",9.96098315663412e-32,-0.972437729389924,0.036,0.19,1.84836003454503e-27,"B cells"
"MSN",1.04795216978278e-31,-0.304715901613547,0.061,0.25,1.94458004624892e-27,"B cells"
"SEC11A",1.07856802153073e-31,-0.321223347185465,0.126,0.346,2.00139082075243e-27,"B cells"
"LDHA",1.15546100524582e-31,-0.356464420999043,0.135,0.35,2.14407344133414e-27,"B cells"
"CHMP2A",1.39372378757727e-31,-0.30561143384672,0.083,0.281,2.58619386022838e-27,"B cells"
"EGR1",1.58780215050719e-31,-0.632398711675437,0.099,0.281,2.94632567048113e-27,"B cells"
"BRK1",1.61230726288403e-31,-0.333501807408035,0.15,0.375,2.99179735700761e-27,"B cells"
"DUSP5",1.76220356477674e-31,0.417787552698984,0.37,0.171,3.26994493479972e-27,"B cells"
"ATP5MF",1.99065597247385e-31,-0.373388375823005,0.199,0.428,3.69386122252248e-27,"B cells"
"TCEAL9",2.38659542944366e-31,-0.303708000455254,0.032,0.198,4.42856647887565e-27,"B cells"
"ATP5PD",2.5010329149729e-31,-0.304493473317082,0.094,0.299,4.64091667702372e-27,"B cells"
"ANKRD37",2.55351563297966e-31,0.252129520290888,0.174,0.051,4.73830360855706e-27,"B cells"
"WSB1",2.5782251454107e-31,-0.339418922129982,0.09,0.294,4.7841545798241e-27,"B cells"
"HSPE1",3.62213019693327e-31,-0.568775163039598,0.339,0.569,6.72122479342937e-27,"B cells"
"TBX3",4.36180973933221e-31,-0.296907117017972,0.014,0.157,8.09377415230484e-27,"B cells"
"EDF1",4.91785200351823e-31,-0.400497996433206,0.353,0.576,9.12556617772843e-27,"B cells"
"SEPT7",4.96274773902018e-31,-0.354032696752668,0.112,0.322,9.20887470452584e-27,"B cells"
"CD8B",6.69675305662942e-31,-0.256593166810136,0.002,0.122,1.24264949718816e-26,"B cells"
"FGL2",8.61711246867916e-31,-0.319678234793437,0.019,0.168,1.5989913896881e-26,"B cells"
"NUPR1",8.6721661086425e-31,-0.489207254979388,0.075,0.266,1.6092071431197e-26,"B cells"
"SERPING1",9.64787835707653e-31,-0.279048112864052,0.005,0.133,1.79026030793912e-26,"B cells"
"FCGR3A",9.69805760636503e-31,-0.365952176038174,0.014,0.156,1.79957156943709e-26,"B cells"
"SOD2",1.02863783682199e-30,-0.37361442729514,0.039,0.206,1.90874037000688e-26,"B cells"
"CTSW",1.14806389380624e-30,-0.341033982276056,0.024,0.177,2.13034736134686e-26,"B cells"
"NDUFB4",1.82933203775894e-30,-0.422959989844846,0.221,0.449,3.39450852926549e-26,"B cells"
